"REF_DATE","GEO","DGUID","Sex","Age group","Ailments","Frequency","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1990","Spain","","Males","13 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666897","26.1.2.5.4","52","","","t","0"
"1990","Spain","","Males","13 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666898","26.1.2.5.6","24","","","t","0"
"1990","Spain","","Males","13 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666899","26.1.2.5.7","7","","","t","0"
"1990","Spain","","Males","13 years","Feeling nervous","Often","Percent","239","units ","0","v667448","26.1.2.6.1","22","","","t","0"
"1990","Spain","","Males","13 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667449","26.1.2.6.4","41","","","t","0"
"1990","Spain","","Males","13 years","Feeling nervous","Seldom","Percent","239","units ","0","v667450","26.1.2.6.6","26","","","t","0"
"1990","Spain","","Males","13 years","Feeling nervous","Never","Percent","239","units ","0","v667451","26.1.2.6.7","11","","","t","0"
"1990","Spain","","Males","13 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v668000","26.1.2.7.1","8","","","t","0"
"1990","Spain","","Males","13 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v668001","26.1.2.7.4","17","","","t","0"
"1990","Spain","","Males","13 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v668002","26.1.2.7.6","33","","","t","0"
"1990","Spain","","Males","13 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v668003","26.1.2.7.7","42","","","t","0"
"1990","Spain","","Males","13 years","Feeling dizzy","Often","Percent","239","units ","0","v668552","26.1.2.8.1","4","","","t","0"
"1990","Spain","","Males","13 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668553","26.1.2.8.4","14","","","t","0"
"1990","Spain","","Males","13 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668554","26.1.2.8.6","39","","","t","0"
"1990","Spain","","Males","13 years","Feeling dizzy","Never","Percent","239","units ","0","v668555","26.1.2.8.7","43","","","t","0"
"1990","Spain","","Males","13 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v669083","26.1.2.9.2","9","","","","0"
"1990","Spain","","Males","13 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v669082","26.1.2.9.3","7","","","","0"
"1990","Spain","","Males","13 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v669081","26.1.2.9.5","53","","","","0"
"1990","Spain","","Males","13 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v669080","26.1.2.9.8","31","","","","0"
"1990","Spain","","Males","15 years","Headache","Often","Percent","239","units ","0","v664992","26.1.3.1.1","4","","","t","0"
"1990","Spain","","Males","15 years","Headache","Sometimes","Percent","239","units ","0","v664993","26.1.3.1.4","26","","","t","0"
"1990","Spain","","Males","15 years","Headache","Seldom","Percent","239","units ","0","v664994","26.1.3.1.6","56","","","t","0"
"1990","Spain","","Males","15 years","Headache","Never","Percent","239","units ","0","v664995","26.1.3.1.7","14","","","t","0"
"1990","Spain","","Males","15 years","Stomach ache","Often","Percent","239","units ","0","v665480","26.1.3.2.1","3","","","t","0"
"1990","Spain","","Males","15 years","Stomach ache","Sometimes","Percent","239","units ","0","v665481","26.1.3.2.4","24","","","t","0"
"1990","Spain","","Males","15 years","Stomach ache","Seldom","Percent","239","units ","0","v665482","26.1.3.2.6","53","","","t","0"
"1990","Spain","","Males","15 years","Stomach ache","Never","Percent","239","units ","0","v665483","26.1.3.2.7","20","","","t","0"
"1990","Spain","","Males","15 years","Backache","Often","Percent","239","units ","0","v666024","26.1.3.3.1","7","","","t","0"
"1990","Spain","","Males","15 years","Backache","Sometimes","Percent","239","units ","0","v666025","26.1.3.3.4","26","","","t","0"
"1990","Spain","","Males","15 years","Backache","Seldom","Percent","239","units ","0","v666026","26.1.3.3.6","34","","","t","0"
"1990","Spain","","Males","15 years","Backache","Never","Percent","239","units ","0","v666027","26.1.3.3.7","33","","","t","0"
"1990","Spain","","Males","15 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666552","26.1.3.4.1","7","","","t","0"
"1990","Spain","","Males","15 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666553","26.1.3.4.4","32","","","t","0"
"1990","Spain","","Males","15 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666554","26.1.3.4.6","39","","","t","0"
"1990","Spain","","Males","15 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666555","26.1.3.4.7","22","","","t","0"
"1990","Spain","","Males","15 years","Bad temper (irritability)","Often","Percent","239","units ","0","v667072","26.1.3.5.1","12","","","t","0"
"1990","Spain","","Males","15 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v667073","26.1.3.5.4","51","","","t","0"
"1990","Spain","","Males","15 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v667074","26.1.3.5.6","30","","","t","0"
"1990","Spain","","Males","15 years","Bad temper (irritability)","Never","Percent","239","units ","0","v667075","26.1.3.5.7","7","","","t","0"
"1990","Spain","","Males","15 years","Feeling nervous","Often","Percent","239","units ","0","v667632","26.1.3.6.1","20","","","t","0"
"1990","Spain","","Males","15 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667633","26.1.3.6.4","41","","","t","0"
"1990","Spain","","Males","15 years","Feeling nervous","Seldom","Percent","239","units ","0","v667634","26.1.3.6.6","27","","","t","0"
"1990","Spain","","Males","15 years","Feeling nervous","Never","Percent","239","units ","0","v667635","26.1.3.6.7","12","","","t","0"
"1990","Spain","","Males","15 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v668184","26.1.3.7.1","9","","","t","0"
"1990","Spain","","Males","15 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v668185","26.1.3.7.4","16","","","t","0"
"1990","Spain","","Males","15 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v668186","26.1.3.7.6","36","","","t","0"
"1990","Spain","","Males","15 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v668187","26.1.3.7.7","39","","","t","0"
"1990","Spain","","Males","15 years","Feeling dizzy","Often","Percent","239","units ","0","v668736","26.1.3.8.1","2","","","t","0"
"1990","Spain","","Males","15 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668737","26.1.3.8.4","15","","","t","0"
"1990","Spain","","Males","15 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668738","26.1.3.8.6","42","","","t","0"
"1990","Spain","","Males","15 years","Feeling dizzy","Never","Percent","239","units ","0","v668739","26.1.3.8.7","41","","","t","0"
"1990","Spain","","Males","15 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v669259","26.1.3.9.2","10","","","","0"
"1990","Spain","","Males","15 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v669258","26.1.3.9.3","10","","","","0"
"1990","Spain","","Males","15 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v669257","26.1.3.9.5","55","","","","0"
"1990","Spain","","Males","15 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v669256","26.1.3.9.8","25","","","","0"
"1990","Spain","","Females","11 years","Headache","Often","Percent","239","units ","0","v664628","26.2.1.1.1","13","","","t","0"
"1990","Spain","","Females","11 years","Headache","Sometimes","Percent","239","units ","0","v664629","26.2.1.1.4","39","","","t","0"
"1990","Spain","","Females","11 years","Headache","Seldom","Percent","239","units ","0","v664630","26.2.1.1.6","40","","","t","0"
"1990","Spain","","Females","11 years","Headache","Never","Percent","239","units ","0","v664631","26.2.1.1.7","8","","","t","0"
"1990","Spain","","Females","11 years","Stomach ache","Often","Percent","239","units ","0","v665148","26.2.1.2.1","15","","","t","0"
"1990","Spain","","Females","11 years","Stomach ache","Sometimes","Percent","239","units ","0","v665149","26.2.1.2.4","38","","","t","0"
"1990","Spain","","Females","11 years","Stomach ache","Seldom","Percent","239","units ","0","v665150","26.2.1.2.6","38","","","t","0"
"1990","Spain","","Females","11 years","Stomach ache","Never","Percent","239","units ","0","v665151","26.2.1.2.7","9","","","t","0"
"1990","Spain","","Females","11 years","Backache","Often","Percent","239","units ","0","v665676","26.2.1.3.1","8","","","t","0"
"1990","Spain","","Females","11 years","Backache","Sometimes","Percent","239","units ","0","v665677","26.2.1.3.4","17","","","t","0"
"1990","Spain","","Females","11 years","Backache","Seldom","Percent","239","units ","0","v665678","26.2.1.3.6","28","","","t","0"
"1990","Spain","","Females","11 years","Backache","Never","Percent","239","units ","0","v665679","26.2.1.3.7","47","","","t","0"
"1990","Spain","","Females","11 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666204","26.2.1.4.1","5","","","t","0"
"1990","Spain","","Females","11 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666205","26.2.1.4.4","26","","","t","0"
"1990","Spain","","Females","11 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666206","26.2.1.4.6","33","","","t","0"
"1990","Spain","","Females","11 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666207","26.2.1.4.7","37","","","t","0"
"1990","Spain","","Females","11 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666724","26.2.1.5.1","19","","","t","0"
"1990","Spain","","Females","11 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666725","26.2.1.5.4","50","","","t","0"
"1990","Spain","","Females","11 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666726","26.2.1.5.6","23","","","t","0"
"1990","Spain","","Females","11 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666727","26.2.1.5.7","8","","","t","0"
"1990","Spain","","Females","11 years","Feeling nervous","Often","Percent","239","units ","0","v667268","26.2.1.6.1","24","","","t","0"
"1990","Spain","","Females","11 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667269","26.2.1.6.4","45","","","t","0"
"1990","Spain","","Females","11 years","Feeling nervous","Seldom","Percent","239","units ","0","v667270","26.2.1.6.6","20","","","t","0"
"1990","Spain","","Females","11 years","Feeling nervous","Never","Percent","239","units ","0","v667271","26.2.1.6.7","11","","","t","0"
"1990","Spain","","Females","11 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v667820","26.2.1.7.1","8","","","t","0"
"1990","Spain","","Females","11 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v667821","26.2.1.7.4","21","","","t","0"
"1990","Spain","","Females","11 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v667822","26.2.1.7.6","24","","","t","0"
"1990","Spain","","Females","11 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v667823","26.2.1.7.7","47","","","t","0"
"1990","Spain","","Females","11 years","Feeling dizzy","Often","Percent","239","units ","0","v668372","26.2.1.8.1","6","","","t","0"
"1990","Spain","","Females","11 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668373","26.2.1.8.4","25","","","t","0"
"1990","Spain","","Females","11 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668374","26.2.1.8.6","35","","","t","0"
"1990","Spain","","Females","11 years","Feeling dizzy","Never","Percent","239","units ","0","v668375","26.2.1.8.7","34","","","t","0"
"1990","Spain","","Females","11 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v668911","26.2.1.9.2","5","","","","0"
"1990","Spain","","Females","11 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v668910","26.2.1.9.3","3","","","","0"
"1990","Spain","","Females","11 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v668909","26.2.1.9.5","62","","","","0"
"1990","Spain","","Females","11 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v668908","26.2.1.9.8","30","","","","0"
"1990","Spain","","Females","13 years","Headache","Often","Percent","239","units ","0","v664812","26.2.2.1.1","8","","","t","0"
"1990","Spain","","Females","13 years","Headache","Sometimes","Percent","239","units ","0","v664813","26.2.2.1.4","35","","","t","0"
"1990","Spain","","Females","13 years","Headache","Seldom","Percent","239","units ","0","v664814","26.2.2.1.6","47","","","t","0"
"1990","Spain","","Females","13 years","Headache","Never","Percent","239","units ","0","v664815","26.2.2.1.7","10","","","t","0"
"1990","Spain","","Females","13 years","Stomach ache","Often","Percent","239","units ","0","v665316","26.2.2.2.1","9","","","t","0"
"1990","Spain","","Females","13 years","Stomach ache","Sometimes","Percent","239","units ","0","v665317","26.2.2.2.4","45","","","t","0"
"1990","Spain","","Females","13 years","Stomach ache","Seldom","Percent","239","units ","0","v665318","26.2.2.2.6","38","","","t","0"
"1990","Spain","","Females","13 years","Stomach ache","Never","Percent","239","units ","0","v665319","26.2.2.2.7","8","","","t","0"
"1990","Spain","","Females","13 years","Backache","Often","Percent","239","units ","0","v665852","26.2.2.3.1","9","","","t","0"
"1990","Spain","","Females","13 years","Backache","Sometimes","Percent","239","units ","0","v665853","26.2.2.3.4","23","","","t","0"
"1990","Spain","","Females","13 years","Backache","Seldom","Percent","239","units ","0","v665854","26.2.2.3.6","35","","","t","0"
"1990","Spain","","Females","13 years","Backache","Never","Percent","239","units ","0","v665855","26.2.2.3.7","33","","","t","0"
"1990","Spain","","Females","13 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666380","26.2.2.4.1","6","","","t","0"
"1990","Spain","","Females","13 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666381","26.2.2.4.4","30","","","t","0"
"1990","Spain","","Females","13 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666382","26.2.2.4.6","39","","","t","0"
"1990","Spain","","Females","13 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666383","26.2.2.4.7","25","","","t","0"
"1990","Spain","","Females","13 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666900","26.2.2.5.1","18","","","t","0"
"1990","Spain","","Females","13 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666901","26.2.2.5.4","50","","","t","0"
"1990","Spain","","Females","13 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666902","26.2.2.5.6","27","","","t","0"
"1990","Spain","","Females","13 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666903","26.2.2.5.7","6","","","t","0"
"1990","Spain","","Females","13 years","Feeling nervous","Often","Percent","239","units ","0","v667452","26.2.2.6.1","31","","","t","0"
"1990","Spain","","Females","13 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667453","26.2.2.6.4","42","","","t","0"
"1990","Spain","","Females","13 years","Feeling nervous","Seldom","Percent","239","units ","0","v667454","26.2.2.6.6","20","","","t","0"
"1990","Spain","","Females","13 years","Feeling nervous","Never","Percent","239","units ","0","v667455","26.2.2.6.7","7","","","t","0"
"1990","Spain","","Females","13 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v668004","26.2.2.7.1","8","","","t","0"
"1990","Spain","","Females","13 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v668005","26.2.2.7.4","18","","","t","0"
"1990","Spain","","Females","13 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v668006","26.2.2.7.6","33","","","t","0"
"1990","Spain","","Females","13 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v668007","26.2.2.7.7","41","","","t","0"
"1990","Spain","","Females","13 years","Feeling dizzy","Often","Percent","239","units ","0","v668556","26.2.2.8.1","4","","","t","0"
"1990","Spain","","Females","13 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668557","26.2.2.8.4","20","","","t","0"
"1990","Spain","","Females","13 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668558","26.2.2.8.6","41","","","t","0"
"1990","Spain","","Females","13 years","Feeling dizzy","Never","Percent","239","units ","0","v668559","26.2.2.8.7","35","","","t","0"
"1990","Spain","","Females","13 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v669087","26.2.2.9.2","4","","","","0"
"1990","Spain","","Females","13 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v669086","26.2.2.9.3","5","","","","0"
"1990","Spain","","Females","13 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v669085","26.2.2.9.5","64","","","","0"
"1990","Spain","","Females","13 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v669084","26.2.2.9.8","27","","","","0"
"1990","Spain","","Females","15 years","Headache","Often","Percent","239","units ","0","v664996","26.2.3.1.1","12","","","t","0"
"1990","Spain","","Females","15 years","Headache","Sometimes","Percent","239","units ","0","v664997","26.2.3.1.4","37","","","t","0"
"1990","Spain","","Females","15 years","Headache","Seldom","Percent","239","units ","0","v664998","26.2.3.1.6","41","","","t","0"
"1990","Spain","","Females","15 years","Headache","Never","Percent","239","units ","0","v664999","26.2.3.1.7","10","","","t","0"
"1990","Spain","","Females","15 years","Stomach ache","Often","Percent","239","units ","0","v665484","26.2.3.2.1","9","","","t","0"
"1990","Spain","","Females","15 years","Stomach ache","Sometimes","Percent","239","units ","0","v665485","26.2.3.2.4","50","","","t","0"
"1990","Spain","","Females","15 years","Stomach ache","Seldom","Percent","239","units ","0","v665486","26.2.3.2.6","34","","","t","0"
"1990","Spain","","Females","15 years","Stomach ache","Never","Percent","239","units ","0","v665487","26.2.3.2.7","7","","","t","0"
"1990","Spain","","Females","15 years","Backache","Often","Percent","239","units ","0","v666028","26.2.3.3.1","12","","","t","0"
"1990","Spain","","Females","15 years","Backache","Sometimes","Percent","239","units ","0","v666029","26.2.3.3.4","27","","","t","0"
"1990","Spain","","Females","15 years","Backache","Seldom","Percent","239","units ","0","v666030","26.2.3.3.6","35","","","t","0"
"1990","Spain","","Females","15 years","Backache","Never","Percent","239","units ","0","v666031","26.2.3.3.7","27","","","t","0"
"1990","Spain","","Females","15 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666556","26.2.3.4.1","14","","","t","0"
"1990","Spain","","Females","15 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666557","26.2.3.4.4","38","","","t","0"
"1990","Spain","","Females","15 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666558","26.2.3.4.6","36","","","t","0"
"1990","Spain","","Females","15 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666559","26.2.3.4.7","12","","","t","0"
"1990","Spain","","Females","15 years","Bad temper (irritability)","Often","Percent","239","units ","0","v667076","26.2.3.5.1","19","","","t","0"
"1990","Spain","","Females","15 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v667077","26.2.3.5.4","50","","","t","0"
"1990","Spain","","Females","15 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v667078","26.2.3.5.6","27","","","t","0"
"1990","Spain","","Females","15 years","Bad temper (irritability)","Never","Percent","239","units ","0","v667079","26.2.3.5.7","4","","","t","0"
"1990","Spain","","Females","15 years","Feeling nervous","Often","Percent","239","units ","0","v667636","26.2.3.6.1","36","","","t","0"
"1990","Spain","","Females","15 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667637","26.2.3.6.4","42","","","t","0"
"1990","Spain","","Females","15 years","Feeling nervous","Seldom","Percent","239","units ","0","v667638","26.2.3.6.6","17","","","t","0"
"1990","Spain","","Females","15 years","Feeling nervous","Never","Percent","239","units ","0","v667639","26.2.3.6.7","5","","","t","0"
"1990","Spain","","Females","15 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v668188","26.2.3.7.1","9","","","t","0"
"1990","Spain","","Females","15 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v668189","26.2.3.7.4","20","","","t","0"
"1990","Spain","","Females","15 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v668190","26.2.3.7.6","35","","","t","0"
"1990","Spain","","Females","15 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v668191","26.2.3.7.7","36","","","t","0"
"1990","Spain","","Females","15 years","Feeling dizzy","Often","Percent","239","units ","0","v668740","26.2.3.8.1","5","","","t","0"
"1990","Spain","","Females","15 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668741","26.2.3.8.4","18","","","t","0"
"1990","Spain","","Females","15 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668742","26.2.3.8.6","41","","","t","0"
"1990","Spain","","Females","15 years","Feeling dizzy","Never","Percent","239","units ","0","v668743","26.2.3.8.7","36","","","t","0"
"1990","Spain","","Females","15 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v669263","26.2.3.9.2","8","","","","0"
"1990","Spain","","Females","15 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v669262","26.2.3.9.3","8","","","","0"
"1990","Spain","","Females","15 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v669261","26.2.3.9.5","65","","","","0"
"1990","Spain","","Females","15 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v669260","26.2.3.9.8","19","","","","0"
"1990","Sweden","","Males","11 years","Headache","Often","Percent","239","units ","0","v664456","27.1.1.1.1","12","","","t","0"
"1990","Sweden","","Males","11 years","Headache","Sometimes","Percent","239","units ","0","v664457","27.1.1.1.4","32","","","t","0"
"1990","Sweden","","Males","11 years","Headache","Seldom","Percent","239","units ","0","v664458","27.1.1.1.6","37","","","t","0"
"1990","Sweden","","Males","11 years","Headache","Never","Percent","239","units ","0","v664459","27.1.1.1.7","19","","","t","0"
"1990","Sweden","","Males","11 years","Stomach ache","Often","Percent","239","units ","0","v665152","27.1.1.2.1","6","","","t","0"
"1990","Sweden","","Males","11 years","Stomach ache","Sometimes","Percent","239","units ","0","v665153","27.1.1.2.4","30","","","t","0"
"1990","Sweden","","Males","11 years","Stomach ache","Seldom","Percent","239","units ","0","v665154","27.1.1.2.6","46","","","t","0"
"1990","Sweden","","Males","11 years","Stomach ache","Never","Percent","239","units ","0","v665155","27.1.1.2.7","18","","","t","0"
"1990","Sweden","","Males","11 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666728","27.1.1.5.1","15","","","t","0"
"1990","Sweden","","Males","11 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666729","27.1.1.5.4","44","","","t","0"
"1990","Sweden","","Males","11 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666730","27.1.1.5.6","34","","","t","0"
"1990","Sweden","","Males","11 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666731","27.1.1.5.7","7","","","t","0"
"1990","Sweden","","Males","11 years","Feeling nervous","Often","Percent","239","units ","0","v667096","27.1.1.6.1","6","","","t","0"
"1990","Sweden","","Males","11 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667097","27.1.1.6.4","33","","","t","0"
"1990","Sweden","","Males","11 years","Feeling nervous","Seldom","Percent","239","units ","0","v667098","27.1.1.6.6","42","","","t","0"
"1990","Sweden","","Males","11 years","Feeling nervous","Never","Percent","239","units ","0","v667099","27.1.1.6.7","19","","","t","0"
"1990","Sweden","","Males","11 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v667648","27.1.1.7.1","16","","","t","0"
"1990","Sweden","","Males","11 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v667649","27.1.1.7.4","27","","","t","0"
"1990","Sweden","","Males","11 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v667650","27.1.1.7.6","35","","","t","0"
"1990","Sweden","","Males","11 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v667651","27.1.1.7.7","22","","","t","0"
"1990","Sweden","","Males","11 years","Feeling dizzy","Often","Percent","239","units ","0","v668200","27.1.1.8.1","5","","","t","0"
"1990","Sweden","","Males","11 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668201","27.1.1.8.4","15","","","t","0"
"1990","Sweden","","Males","11 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668202","27.1.1.8.6","35","","","t","0"
"1990","Sweden","","Males","11 years","Feeling dizzy","Never","Percent","239","units ","0","v668203","27.1.1.8.7","45","","","t","0"
"1990","Sweden","","Males","11 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v668915","27.1.1.9.2","19","","","","0"
"1990","Sweden","","Males","11 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v668914","27.1.1.9.3","9","","","","0"
"1990","Sweden","","Males","11 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v668913","27.1.1.9.5","49","","","","0"
"1990","Sweden","","Males","11 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v668912","27.1.1.9.8","23","","","","0"
"1990","Sweden","","Males","13 years","Headache","Often","Percent","239","units ","0","v664640","27.1.2.1.1","10","","","t","0"
"1990","Sweden","","Males","13 years","Headache","Sometimes","Percent","239","units ","0","v664641","27.1.2.1.4","32","","","t","0"
"1990","Sweden","","Males","13 years","Headache","Seldom","Percent","239","units ","0","v664642","27.1.2.1.6","42","","","t","0"
"1990","Sweden","","Males","13 years","Headache","Never","Percent","239","units ","0","v664643","27.1.2.1.7","16","","","t","0"
"1990","Sweden","","Males","13 years","Stomach ache","Often","Percent","239","units ","0","v665320","27.1.2.2.1","4","","","t","0"
"1990","Sweden","","Males","13 years","Stomach ache","Sometimes","Percent","239","units ","0","v665321","27.1.2.2.4","26","","","t","0"
"1990","Sweden","","Males","13 years","Stomach ache","Seldom","Percent","239","units ","0","v665322","27.1.2.2.6","49","","","t","0"
"1990","Sweden","","Males","13 years","Stomach ache","Never","Percent","239","units ","0","v665323","27.1.2.2.7","21","","","t","0"
"1990","Sweden","","Males","13 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666904","27.1.2.5.1","13","","","t","0"
"1990","Sweden","","Males","13 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666905","27.1.2.5.4","43","","","t","0"
"1990","Sweden","","Males","13 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666906","27.1.2.5.6","37","","","t","0"
"1990","Sweden","","Males","13 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666907","27.1.2.5.7","7","","","t","0"
"1990","Sweden","","Males","13 years","Feeling nervous","Often","Percent","239","units ","0","v667280","27.1.2.6.1","6","","","t","0"
"1990","Sweden","","Males","13 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667281","27.1.2.6.4","35","","","t","0"
"1990","Sweden","","Males","13 years","Feeling nervous","Seldom","Percent","239","units ","0","v667282","27.1.2.6.6","40","","","t","0"
"1990","Sweden","","Males","13 years","Feeling nervous","Never","Percent","239","units ","0","v667283","27.1.2.6.7","19","","","t","0"
"1990","Sweden","","Males","13 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v667832","27.1.2.7.1","11","","","t","0"
"1990","Sweden","","Males","13 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v667833","27.1.2.7.4","29","","","t","0"
"1990","Sweden","","Males","13 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v667834","27.1.2.7.6","32","","","t","0"
"1990","Sweden","","Males","13 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v667835","27.1.2.7.7","28","","","t","0"
"1990","Sweden","","Males","13 years","Feeling dizzy","Often","Percent","239","units ","0","v668384","27.1.2.8.1","3","","","t","0"
"1990","Sweden","","Males","13 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668385","27.1.2.8.4","12","","","t","0"
"1990","Sweden","","Males","13 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668386","27.1.2.8.6","35","","","t","0"
"1990","Sweden","","Males","13 years","Feeling dizzy","Never","Percent","239","units ","0","v668387","27.1.2.8.7","50","","","t","0"
"1990","Sweden","","Males","13 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v669091","27.1.2.9.2","21","","","","0"
"1990","Sweden","","Males","13 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v669090","27.1.2.9.3","14","","","","0"
"1990","Sweden","","Males","13 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v669089","27.1.2.9.5","46","","","","0"
